ObjDokNr;Ortsteil;Bezirk;Denkmalart;EnsembleStatus;Adresse;Zugehˆrigkeit;Architekt/K¸nstler;WeitereInformationen;Beschreibung;Datierung;Eintragung
9065568;STE-ZEH/STEGL-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Markelstraﬂe 31-36, Gritznerstraﬂe 10/14, Paulsenstraﬂe 26-28, Treitschkestraﬂe 22-27;;Otto Spalding ;NA;Wohnanlage;1925-26;Nach 1995
9065994;STE-ZEH/LIFEL-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Morgensternstraﬂe 4;;H. Mertens; Gebr. Schmidt, Bruno Jautschus, Umbauten 1926, 1953, 1956 ;II und III;1875-1929 und 1926 und 1953 und 1956;Nach 1995
9065580;STE-ZEH/STEGL-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Munsterdamm 1/31, 35/51, 2/16, 22/38, 50-52, Hanstedter Weg 2-4, Immenweg 2/4, 5/31, Kottesteig 1-4, Steglitzer Damm 47/57C, 65;;Mebes & Emmerich und Heinrich Straumer ;NA;Rauchlose Siedlung;1930-31;Nach 1995
9075261;STE-ZEH/NIKOL-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Nibelungenstraﬂe 15-16;;G¸nther Andretzke ;NA;Wohnh‰user;1936-37;Nach 1995
9075864;STE-ZEH/ZEHLD-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Onkel-Tom-Straﬂe 11/21, Pasewaldtstraﬂe 16, Scharfestraﬂe 20;;Walter Hackbarth und Hugo Reim ;NA;Wohnanlage;1909-12;Nach 1995
9075871;STE-ZEH/ZEHLD-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Onkel-Tom-Straﬂe 85/91;;Richard Neutra  ;NA;Wohnh‰user;1923-24;Vor 1995
9065590;STE-ZEH/STEGL-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Orleansstraﬂe 5/11;;Hamacher ;NA;Reihenh‰user;1923;Nach 1995
9066008;STE-ZEH/LIFEL-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Ostpreuﬂendamm 3-17;;Fritz Freymueller ;NA;Stadion Lichterfelde;1926-29;Nach 1995
9066059;STE-ZEH/LIFEL-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Patschkauer Weg 1A-35;;Wohlgemuth ;NA;Siedlung;1890-93;Nach 1995
9066046;STE-ZEH/LIFEL-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Paulinenstraﬂe 24, Weddigenweg 17;Siehe Ensemble Paulinenstraﬂe 2-4A...;Gustav Lilienthal  ;NA;Doppelwohnhaus;1894-95;Vor 1995
9065438;STE-ZEH/LANKW-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Paul-Schneider-Straﬂe 16/28, Gallwitzallee 15/33, Kameradenweg 2, 13/23;;Willy M¸hlau  ;NA;Reichsbund-Kriegersiedlung;1929-31;Vor 1995
9075494;STE-ZEH/WANNS-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Petzower Straﬂe 7-7A;;Heinz Schild; zwei Nebengeb‰ude, 1888 ;Wohnhaus;1876 und 1888;Nach 1995
9075495;STE-ZEH/WANNS-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Pfaueninsel;Siehe Gartendenkmal Pfaueninsel;Johann Gottlieb David Brendel;" Kavalierhaus, 1803-04 von Andreas Ludwig Kr¸ger; Rinderstall, Stall f¸r Federvieh, 1801-02; Rollberg, 1818-19 von Andreas Ludwig Kr¸ger; Umbau Kavalierhaus, Schweizerhaus, 1824-30 von Karl Friedrich Schinkel; Dampfmaschinenhaus, 1824-25 von Schlossbaumeister Voﬂ; Font‰ne, VoliËre, 1824-25 von Martin Friedrich Rabe; Winterhaus f¸r fremde Vˆgel, Ged‰chtnistempel f¸r Kˆnigin Luise, Fregattenschuppen, Matrosenk¸che, G‰rtnerei mit Gew‰chsh‰usern, 1828-38 von Albert Dietrich Schadow  ";Schloss, K¸chenbau, Kastellanhaus, Jakobsbrunnen, Meierei, Jagdschirm;1794-97 und 1803-04 und 1801-02 und 1818-19 und 1824-30 und 1824-25 und 1824-25 und 1828-38;Vor 1995
9065592;STE-ZEH/STEGL-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Plantagenstraﬂe 8-9;;Kuhligk & Wissner; erweitert 1895, Turnhalle, 1924-25 von Fritz Freymueller ;Schule;1888 und 1895 und 1924-25;Nach 1995
9065593;STE-ZEH/STEGL-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Plantagenstraﬂe 12-14, S¸dendstraﬂe 16-18A;;Fritz Freymueller ;NA;Feuerwache Steglitz mit Mietshaus;1924-25;Nach 1995
9075411;STE-ZEH/DAHLE-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Podbielskiallee 28, Hellriegelstraﬂe;;Otto Rudolf Salvisberg  ;NA;Haus Penzlin, Wohnhaus mit Garten;1928-30;Vor 1995
9075262;STE-ZEH/NIKOL-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Potsdamer Chaussee 33, Wasgenstraﬂe 59-59K, 61-61M, 75;Siehe Gartendenkmal Wasgenstraﬂe 75;Hermann Fehling; Daniel Gogel und Peter Pfankuch  ;Studentendorf Schlachtensee;1959-64;Vor 1995
9075573;STE-ZEH/NIKOL-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Potsdamer Chaussee 61A, 61B, 62, 63;;RenÈe Sintenis ;NA;ehem. Alliierter Checkpoint Bravo (Dreilinden), Kontrollgeb‰ude, Rastst‰tte, Tankstellen, LKW-Abfertigungsrampen;1968-73 und 1956;Nach 1995
9066072;STE-ZEH/LIFEL-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Prinzenstraﬂe 1-2;;Julius Assmann ;NA;Zweifamilienhaus;1891-92;Nach 1995
9075891;STE-ZEH/ZEHLD-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Riemeisterstraﬂe 42/56, Sophie-Charlotte-Straﬂe 22-22A;;der Reichsbahndirektion ;NA;Wohnh‰user f¸r Reichsbahnangestellte;1923-24;Nach 1995
9066073;STE-ZEH/LIFEL-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Ringstraﬂe 9, Sˆhtstraﬂe 7-7A;;Rudolf Mˆnnich; Walter Sarkur und Paul Thoemer ;Amtsgericht und Gef‰ngnis;1902-06;Nach 1995
9075421;STE-ZEH/DAHLE-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Saargem¸nder Straﬂe 14/22;;N. von Seela ;NA;Dienstwohnh‰user f¸r Luftwaffenangehˆrige;1937-38;Nach 1995
9066096;STE-ZEH/LIFEL-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Salzunger Pfad 1-37, Am Pfarracker 12-21, Am Pfuhl 30/32, Hasselfelder Weg 3/11;;NA;NA;Wohnanlage;1929-30;Nach 1995
9065887;STE-ZEH/LIFEL-G;Steglitz-Zehlendorf;Gesamtanlage;NA;S-Bahnhof Botanischer Garten, Enzianstraﬂe, Hortensienstraﬂe 28A-B;Siehe Ensemble Asternplatz 1-4Ö;Erdmann & Spindler ;NA;Empfangsgeb‰ude und Wohnhaus;1908-09;Nach 1995
9065835;STE-ZEH/LIFEL-G;Steglitz-Zehlendorf;Gesamtanlage;NA; Hans-Sachs-Straﬂe 4D-E, Knesebeckstraﬂe;;NA;NA;S-Bahnhof Lichterfelde-West mit Empfangsgeb‰ude;1872;Nach 1995
9075616;STE-ZEH/ZEHLD-G;Steglitz-Zehlendorf;Gesamtanlage;NA;S-Bahnhof Mexikoplatz, Mexikoplatz;Siehe Ensemble Am Schlachtensee 2;Hart & Lesser ;NA;Empfangsgeb‰ude, Bahnsteig;1903-05;Nach 1995
9075235;STE-ZEH/NIKOL-G;Steglitz-Zehlendorf;Gesamtanlage;NA;S-Bahnhof Nikolassee, 1901-02 Paul Vogler, Hohenzollernplatz 6, Borussenstraﬂe;;NA;NA;S-Bahnhof Nikolassee;1901-02 und 1934-36;Nach 1995
9075999;STE-ZEH/NIKOL-G;Steglitz-Zehlendorf;Gesamtanlage;NA; Altvaterstraﬂe 1;;NA;NA;S-Bahnhof Schlachtensee mit Bahnsteig¸berdachung und Empfangsgeb‰ude;1878 und 1891;Nach 1995
9075493;STE-ZEH/WANNS-G;Steglitz-Zehlendorf;Gesamtanlage;NA;S- und Fernbahnhof Wannsee mit den Stellwerken Ws, Kronprinzessinnenweg 250-251, Reichsbahnstraﬂe;;Richard Brademann  ;NA;Wsa und Wsk;1927-28 und 1932;Vor 1995
9097832;STE-ZEH/STEGL-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Schloﬂstraﬂe 16-17, Deitmeyerstraﬂe, Schildhornstraﬂe 1a, Schloﬂstraﬂe, Zimmermannstraﬂe;;Ralf Sch¸ler und Ursulina Sch¸ler-Witte ;NA;Verkehrsknoten Steglitz, U-Bahnhof Schloﬂstraﬂe, Turmrestaurant, Joachim-Tiburtius-Br¸cke;1967-76;Nach 1995
9075423;STE-ZEH/DAHLE-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Schorlemerallee 7A/23A, Spilstraﬂe 9;;Hans und Wassili Luckhardt & Alfons Anker; z.T. ver‰nderte Fertigstellung 1935  ;Reihenhauszeilen und Wohnh‰user;1925-30 und 1935;Vor 1995
9010140;STE-ZEH/STE-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Schubertstr. 4;;Richard Brademann ;NA;Gleichrichterwerk Lichterfelde-West;1932-33;Nach 1995
9075428;STE-ZEH/DAHLE-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Schweinfurthstraﬂe 58/72, Am Erlenbusch 2/10, Rohlfstraﬂe 5/7, Schorlemerallee 32/40;;Paul Imberg ;NA;Reihenhaussiedlung;1912-16;Nach 1995
9065651;STE-ZEH/STEGL-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Sedanstraﬂe 3-4;;Klitscher & Afdring ;NA;Mietsh‰user;1904-05;Nach 1995
9065657;STE-ZEH/STEGL-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Stephanstraﬂe 29-33, Borstellstraﬂe 38/40;;Carl und Emil Schneider ;NA;Mietsh‰user;1906-07;Nach 1995
9075952;STE-ZEH/ZEHLD-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Teltower Damm 3/5, Berliner Straﬂe 2, 6, Gartenstraﬂe 13;;Hans Fritzsche & Friedrich Lˆhbach ;NA;Miets- und Gesch‰ftshaus;1939-41;Nach 1995
9075973;STE-ZEH/ZEHLD-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Teltower Damm 63/67;;Franz Seeck  ;NA;Wohnanlage f¸r Beamte der Reichspostverwaltung;1924-25;Vor 1995
9075431;STE-ZEH/DAHLE-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Thielallee 2/4;Siehe Ensemble Kˆnigin-Luise-Straﬂe 46;W. Bohne ;NA;Landarbeiterh‰user mit St‰llen;1888;Nach 1995
9075623;STE-ZEH/ZEHLD-G;Steglitz-Zehlendorf;Gesamtanlage;NA;U-Bahnhof Krumme Lanke, 1929, Argentinische Allee, Altkanzlerstraﬂe, Fischerh¸ttenstraﬂe;Siehe Gesamtanlage Hoch.nd Untergrundbahn, Erweiterung der Wilmersdorf-Dahlemer Bahn;Alfred Grenander; Empfangsgeb‰ude wiederhergestellt 1988-89 ;U-Bahnhof Krumme Lanke;1929 und 1929 und 1929-30 und 1988-89;Vor 1995
9066154;STE-ZEH/LIFEL-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Unter den Eichen 44-46, Fabeckstraﬂe, Kamillenstraﬂe;;Heinrich Schmieden und Kleine;" Hauptgeb‰ude 1898-99; Kesselhaus und Waschhaus 1898-99, Anbauten 1908-09 und um 1930; Mutterhaus 1902-04, Anbau um 1930; Pavillon f¸r Pension‰re 1905-06; Einfriedung an der Fabeckstraﬂe und an der Kamillenstraﬂe 1902  ";ehem. Stubenrauch-Kreiskrankenhaus Berlin-Lichterfelde;1898-1906 und 1898-99 und 1898-99 und 1908-09 und 1930 und 1902-04 und 1930 und 1905-06 und 1902;Vor 1995
9075439;STE-ZEH/DAHLE-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Unter den Eichen 82-84, Boetticherstraﬂe 2/16, Thielallee 74/92;;Johann H¸ckels; 1927 (Geb‰udenummern 1-3, 5, 6, 12-15, 18, 19, 21, 26, 27) ;Bakteriologische Abteilung und Veterin‰r-Abteilung des Kaiserlichen Gesundheitsamtes, vor;1903-08 und 1927;Nach 1995
9066155;STE-ZEH/LIFEL-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Unter den Eichen 87, Adolf-Martens-Straﬂe 22/24;;Max Guth;" 1956 Aufstockung; Hauptgeb‰ude mit ˆstlichem und westlichem Laboratoriengeb‰ude und Versuchsst‰tten; Maschinenhaus und Werkstattgeb‰ude; Direktorenwohnhaus; Einfriedung ";Kˆnigliche Materialpr¸fungsanstalt der Technischen Hochschule Berlin;1901-03 und 1956;Nach 1995
9066159;STE-ZEH/LIFEL-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Unter den Eichen 129-135, Geranienstraﬂe 2-8, Schloﬂstraﬂe 60-62A;;NA;NA;Wohnanlage mit ehem. SS-Wirtschafts- und Verwaltungshauptamt;1938-39 und 1951-52;Nach 1995
9075442;STE-ZEH/DAHLE-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Vogelsang 9/15A, Wachtelstraﬂe 13/17;Siehe Ensemble Vogelsang 2/6,...;Baub¸ro der Reichsbank (Leiter Philipp Nitze)  ;NA;Wohnhausgruppe;1922-24;Vor 1995
9075287;STE-ZEH/NIKOL-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Waldhauswinkel 2/8, Am Waldhaus 12;;Georg Hillenbrand ;NA;Wohnh‰user;1938-39;Nach 1995
9066161;STE-ZEH/LIFEL-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Walter-Linse-Straﬂe 12-13;;Ludwig Otte; Alfons Balder ;Mietshausgruppe;1909-10;Nach 1995
9075289;STE-ZEH/NIKOL-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Wannseebadweg 25;;Martin Wagner und Richard Ermisch unter Einbeziehung des Verwaltungsgeb‰udes mit Eingangskassen und dreier Toilettenh‰user; 1927-28 von Franz Fedler  ;Strandbad Wannsee, Umkleidehallen mit Sonnenterrassen und Wandelgang, Treppenanlagen und Toilettenh‰usern;1929-30 und 1927-28;Vor 1995
9075991;STE-ZEH/ZEHLD-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Wasserk‰fersteig 1;;NA;NA;Abhˆrstation des Luftfahrtministeriums (danach Berlin Document Center), H‰user;1101 und 1101 und 1101 und 1102 und 1103 und 1939;Nach 1995
9065288;STE-ZEH/ZEHLD-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Werderstraﬂe 14;;Klaus Hoffmann ;NA;Haus Hoffmann;1962-63;Nach 1995
9066164;STE-ZEH/LIFEL-G;Steglitz-Zehlendorf;Gesamtanlage;NA;Wiesenweg 5-6, , Baudenkmale;;NA;NA;Beamtenhauserweiterung;1895 und 1912-13 und 1924 und 1927;Nach 1995
9065667;STE-ZEH/LIFEL-D;Steglitz-Zehlendorf;Baudenkmal;NA;Adolf-Martens-Straﬂe 14;;Bruno Taut und Franz Hoffmann ;NA;Mietshaus;1910-11;Nach 1995
9065443;STE-ZEH/STEGL-D;Steglitz-Zehlendorf;Baudenkmal;NA;Ahornstraﬂe 6;;A. Westphal ;NA;Mietshaus, Treppenhaus;1886-89;Nach 1995
9065444;STE-ZEH/STEGL-D;Steglitz-Zehlendorf;Baudenkmal;NA;Ahornstraﬂe 14;;Paul O. Bˆttcher ;NA;Mietshaus;1908-09;Nach 1995
9065445;STE-ZEH/STEGL-D;Steglitz-Zehlendorf;Baudenkmal;NA;Ahornstraﬂe 15;;O. Sommerburg ;NA;Mietshaus;1890-91;Nach 1995
9075591;STE-ZEH/ZEHLD-D;Steglitz-Zehlendorf;Baudenkmal;NA;Ahrenshooper Zeile 3;;Fritz Schirmer ;NA;Wohnhaus;1897;Nach 1995
9075592;STE-ZEH/ZEHLD-D;Steglitz-Zehlendorf;Baudenkmal;NA;Ahrenshooper Zeile 57;;Hermann Dorn  ;NA;Wohnhaus;1900-01;Vor 1995
9075593;STE-ZEH/ZEHLD-D;Steglitz-Zehlendorf;Baudenkmal;NA;Ahrenshooper Zeile 59;;Hermann Dorn  ;NA;Wohnhaus;1901-02;Vor 1995
9075597;STE-ZEH/ZEHLD-D;Steglitz-Zehlendorf;Baudenkmal;NA;Albertinenstraﬂe 27;Siehe Ensemble Albertinenstraﬂe 25-28;Fritz Schirmer ;NA;Wohnhaus;1898-99;Nach 1995
9075599;STE-ZEH/ZEHLD-D;Steglitz-Zehlendorf;Baudenkmal;NA;Albertinenstraﬂe 31, Buschgrabenweg;;Fritz Schirmer ;NA;Wohnhaus;1895-96;Nach 1995
9075496;STE-ZEH/WANNS-D;Steglitz-Zehlendorf;Baudenkmal;NA;Albrechts Teerofen 1;;Havestadt & Contag ;NA;Lokomotivschuppen;1905;Nach 1995
9075497;STE-ZEH/WANNS-D;Steglitz-Zehlendorf;Baudenkmal;NA;Albrechts Teerofen 8;;NA;NA;Wohnhaus mit Schwarzer K¸che;1736;Nach 1995
9097812;STE-ZEH/WANNS-D;Steglitz-Zehlendorf;Baudenkmal;NA;Albrechts Teerofen 8a;;der Berliner Hausbaugesellschaft; Maschendrahtzaun) ;Holzhaus, Sommerhaus;1911;Nach 1995
9065454;STE-ZEH/STEGL-D;Steglitz-Zehlendorf;Baudenkmal;NA;Albrechtstraﬂe 5, Berlinickestraﬂe 16A;;NA;NA;"ver‰ndert; Bahnsteigaufbauten (siehe Ensemble Albrechtstraﬂe 5)";1890 und 1890;Nach 1995
9065458;STE-ZEH/STEGL-D;Steglitz-Zehlendorf;Baudenkmal;NA;Albrechtstraﬂe 7, Berlinickestraﬂe;Siehe Ensemble Albrechtstraﬂe 7-13...;Wilhelm Gutzeit ;NA;Wohn- und Gesch‰ftshaus;1904-05;Nach 1995
9065459;STE-ZEH/STEGL-D;Steglitz-Zehlendorf;Baudenkmal;NA;Albrechtstraﬂe 8;Siehe Ensemble Albrechtstraﬂe 7-13...;Wilhelm Gutzeit ;NA;Wohn- und Gesch‰ftshaus;1905;Nach 1995
9065462;STE-ZEH/STEGL-D;Steglitz-Zehlendorf;Baudenkmal;NA;Albrechtstraﬂe 11, Sch¸tzenstraﬂe 1-2;Siehe Ensemble Albrechtstraﬂe 7-13...;H. Spuck ;NA;Mietshausgruppe;1900-01;Nach 1995
9065463;STE-ZEH/STEGL-D;Steglitz-Zehlendorf;Baudenkmal;NA;Albrechtstraﬂe 12, Sch¸tzenstraﬂe;Siehe Ensemble Albrechtstraﬂe 7-13...;C. Balzer ;NA;Mietshaus;1897-98;Nach 1995
9065465;STE-ZEH/STEGL-D;Steglitz-Zehlendorf;Baudenkmal;NA;Albrechtstraﬂe 47A;;NA;NA;Sch‰ferei;1887 und 1982;Nach 1995
9065466;STE-ZEH/STEGL-D;Steglitz-Zehlendorf;Baudenkmal;NA;Albrechtstraﬂe 54A-B;;A. Fritze (?) ;NA;Wohnhaus und Remise;1873;Nach 1995
9065467;STE-ZEH/STEGL-D;Steglitz-Zehlendorf;Baudenkmal;NA;Albrechtstraﬂe 59-60B, Borstellstraﬂe 51/55;;Rudolf MatÈ ;NA;Wohnanlage;1928-29;Nach 1995
9065468;STE-ZEH/STEGL-D;Steglitz-Zehlendorf;Baudenkmal;NA;Albrechtstraﬂe 69, Stephanstraﬂe 1-2;;Franz Papenfuss; Fritz Heussler ;Mietshaus;1906-07;Nach 1995
9065472;STE-ZEH/STEGL-D;Steglitz-Zehlendorf;Baudenkmal;NA;Albrechtstraﬂe 131, D¸ppelstraﬂe;;F. Gericke ;NA;Wohn- und Gesch‰ftshaus;1912-13;Nach 1995
9065473;STE-ZEH/STEGL-D;Steglitz-Zehlendorf;Baudenkmal;NA;Albrechtstraﬂe 132, Schloﬂstraﬂe 88;;Robert Metzger ;NA;Wohn- und Gesch‰ftshaus;1908-09;Nach 1995
9060106;STE-ZEH/NIKOL-D;Steglitz-Zehlendorf;Baudenkmal;NA;Alemannenstraﬂe 6;;Gustav J‰nicke ;NA;Wohnhaus;1902-03;Nach 1995
9075212;STE-ZEH/NIKOL-D;Steglitz-Zehlendorf;Baudenkmal;NA;Alemannenstraﬂe 15, Teutonenstraﬂe 2;;Victor Bunikowski ;NA;Mietshaus;1927-30;Nach 1995
9075498;STE-ZEH/WANNS-D;Steglitz-Zehlendorf;Baudenkmal;NA;Alsenstraﬂe 1;;NA;NA;Koss‰tenhaus, rekonstruiert;2012;Nach 1995
9075499;STE-ZEH/WANNS-D;Steglitz-Zehlendorf;Baudenkmal;NA;Alsenstraﬂe 5;Siehe Gartendenkmal Alsenstraﬂe 5;Wilhelm Franke  ;NA;Wohnhaus mit Remise;1890;Vor 1995
9075500;STE-ZEH/WANNS-D;Steglitz-Zehlendorf;Baudenkmal;NA;Alsenstraﬂe 12;;Bruno Ahrends  ;NA;S‰uglingsheim;1926-27;Vor 1995
9075502;STE-ZEH/WANNS-D;Steglitz-Zehlendorf;Baudenkmal;NA;Alsenstraﬂe 34;;NA;NA;Kolonistenhaus;1800;Nach 1995
9075503;STE-ZEH/WANNS-D;Steglitz-Zehlendorf;Baudenkmal;NA;Alsenstraﬂe 35-36;;NA;NA;B¸dnerhaus (Doppelhaus);1800;Nach 1995
9012518;STE-ZEH/LIFEL-D;Steglitz-Zehlendorf;Baudenkmal;NA;Altensteinstraﬂe 44B, Patschkauer Weg 43;;Buch ;NA;Haus G‰hrs, Doppelhaus;1925-26;Nach 1995
9065668;STE-ZEH/LIFEL-D;Steglitz-Zehlendorf;Baudenkmal;NA;Altensteinstraﬂe 66;;Heinrich Mˆller  ;NA;Haus Mˆller;1920-21;Vor 1995
9065383;STE-ZEH/LANKW-D;Steglitz-Zehlendorf;Baudenkmal;NA;Alt-Lankwitz;;NA;NA;Alt-Lankwitz, Dorfkirche Lankwitz, 13. Jh., Wiederaufbau;1955;Nach 1995
9065384;STE-ZEH/LANKW-D;Steglitz-Zehlendorf;Baudenkmal;NA;Alt-Lankwitz 37/39;Siehe Ensemble Alt-Lankwitz 37/39...;J. Bischof ;NA;Lehnschulzengutshaus, 18. Jh., Umbauten;1905 und 1927;Nach 1995
9065385;STE-ZEH/LANKW-D;Steglitz-Zehlendorf;Baudenkmal;NA;Alt-Lankwitz 43;Siehe Ensemble Alt-Lankwitz 37/39...;W. S¸ltmann; Wiederaufbau 1955 von Erich Glas  ;Wohnhaus;1875 und 1955;Vor 1995
9065474;STE-ZEH/STEGL-D;Steglitz-Zehlendorf;Baudenkmal;NA;Altmarkstraﬂe 23-25, Friedrichsruher Straﬂe 35, Kniephofstraﬂe 28-29;;Franz Seeck ;NA;Wohnanlage;1925-26;Nach 1995
9075601;STE-ZEH/ZEHLD-D;Steglitz-Zehlendorf;Baudenkmal;NA;Alt-Schˆnow 1A;;NA;NA;Wohnhaus;1870;Nach 1995
9075214;STE-ZEH/NIKOL-D;Steglitz-Zehlendorf;Baudenkmal;NA;Altvaterstraﬂe 6, Kaiserstuhlstraﬂe 34;;Wilhelm Eichelkraut ;NA;Mietshhaus;1893;Nach 1995
9050380;STE-ZEH/NIKOL-D;Steglitz-Zehlendorf;Baudenkmal;NA;Altvaterstraﬂe 10;;NA;NA;Einfriedung;1893;Nach 1995
9075215;STE-ZEH/NIKOL-D;Steglitz-Zehlendorf;Baudenkmal;NA;Altvaterstraﬂe 11;;Franz Bˆhmert  und Einfriedung ;NA;Wohnhaus mit Nebengeb‰ude;1891;Vor 1995
9075504;STE-ZEH/WANNS-D;Steglitz-Zehlendorf;Baudenkmal;NA;Am Birkenh¸gel 6;;Paul Zucker ;NA;Wohnhaus;1928;Nach 1995
9075505;STE-ZEH/WANNS-D;Steglitz-Zehlendorf;Baudenkmal;NA;Am Birkenh¸gel 8;;Paul Lewy ;NA;Wohnhaus;1927;Nach 1995
9075590;STE-ZEH/WANNS-D;Steglitz-Zehlendorf;Baudenkmal;NA;Kˆnigstraﬂe 36C;Siehe Gartendenkmal Kˆnigstraﬂe 35B-36C;Alexander Gilli und Ernst Petzholtz  ;NA;Loggia Alexandra;1869-70;Vor 1995
9075293;STE-ZEH/DAHLE-D;Steglitz-Zehlendorf;Baudenkmal;NA;Am Erlenbusch 14A;;Walter Gropius ;NA;Haus Maurer, Wohnhaus;1933;Nach 1995
9075294;STE-ZEH/DAHLE-D;Steglitz-Zehlendorf;Baudenkmal;NA;Am Erlenbusch 24;Siehe Gartendenkmal Am Erlenbusch 24;Edmund Sch¸ler  ;NA;Haus Braasch, Wohnhaus mit Garage;1928-29;Vor 1995
9066167;STE-ZEH/LANKW-D;Steglitz-Zehlendorf;Baudenkmal;NA;Am Gemeindepark;;Fritz Freymueller ;NA;Am Gemeindepark, Kriegerdenkmal;1920;Nach 1995
9075506;STE-ZEH/WANNS-D;Steglitz-Zehlendorf;Baudenkmal;NA;Am Groﬂen Wannsee 4A;;Moritz Ernst Lesser ;NA;Wohnhaus;1932-33;Nach 1995
9075507;STE-ZEH/WANNS-D;Steglitz-Zehlendorf;Baudenkmal;NA;Am Groﬂen Wannsee 5;;Kyllmann & Heyden  ;NA;Wohnhaus;1874-75;Vor 1995
9075508;STE-ZEH/WANNS-D;Steglitz-Zehlendorf;Baudenkmal;NA;Am Groﬂen Wannsee 6;;Bruno Ahrends  ;NA;Wohnhaus;1921-25;Nach 1995
9065346;STE-ZEH/WANNS-D;Steglitz-Zehlendorf;Baudenkmal;NA;Am Groﬂen Wannsee 13;;Hans Schaefers ;NA;Wohnhaus;1960;Nach 1995
9075509;STE-ZEH/WANNS-D;Steglitz-Zehlendorf;Baudenkmal;NA;Am Groﬂen Wannsee 28/30;;Witt & Bischoff  ;NA;Schwedenpavillon, ehem. Ausflugsgastst‰tte und Hotel;1909-10;Vor 1995
9050542;STE-ZEH/WANNS-D;Steglitz-Zehlendorf;Baudenkmal;NA;Am Groﬂen Wannsee 36;;Hermann Muthesius ;NA;Haus Brasch, Wohnhaus;1927-28;Nach 1995
9075510;STE-ZEH/WANNS-D;Steglitz-Zehlendorf;Baudenkmal;NA;Am Groﬂen Wannsee 39;;Alfred Messel  ;NA;Haus Springer, Wohnhaus;1901;Vor 1995
9080161;STE-ZEH/WANNS-D;Steglitz-Zehlendorf;Baudenkmal;NA;Am Groﬂen Wannsee 40;;Paul O. A. Baumgarten ;NA;Haus Hamspohn, Wohnhaus mit Chauffeurshaus;1906-07;Nach 1995
9075511;STE-ZEH/WANNS-D;Steglitz-Zehlendorf;Baudenkmal;NA;Am Groﬂen Wannsee 42, Colomierstraﬂe 3;Siehe Gartendenkmal Am Groﬂen Wannsee 42;Paul O. A. Baumgarten ;NA;Haus Liebermann, Wohnhaus mit Pfˆrtnerhaus;1909-10;Nach 1995
9075512;STE-ZEH/WANNS-D;Steglitz-Zehlendorf;Baudenkmal;NA;Am Groﬂen Wannsee 52/54;Siehe Gartendenkmal Am Groﬂen Wannsee 52/54;Wilhelm Martens ;NA;Haus Herz, Wohnhaus mit Stall;1891-92;Nach 1995
9075513;STE-ZEH/WANNS-D;Steglitz-Zehlendorf;Baudenkmal;NA;Am Groﬂen Wannsee 64;;Mebes & Emmerich  ;NA;Wohnhaus;1923-24;Vor 1995
9075514;STE-ZEH/WANNS-D;Steglitz-Zehlendorf;Baudenkmal;NA;Am Groﬂen Wannsee 73A;;Kurt Butschkowski ;NA;Wohnhaus;1927-29;Nach 1995
